sample_id,sample_name,sample,control_status,fastq_filepath,raw_total_sequences,reads_mapped,error_rate,average_quality,percent_mapped,percent_peptides_detected,percent_peptides_between_10_and_100
364,VS56_86_rep2_S182_R1_001,VS56_86,empirical,VS56_86_rep2_S182_R1_001.fastq.gz,1215835,88136,0.00200531,33.5,7.24900993967109,80.66935949221003,37.0600115406809
365,VS56_86_rep1_S134_R1_001,VS56_86,empirical,VS56_86_rep1_S134_R1_001.fastq.gz,1397943,30938,0.00181395,33.5,2.213108832048231,66.48874783612233,14.195037507212927
366,VS56_87_rep2_S183_R1_001,VS56_87,empirical,VS56_87_rep2_S183_R1_001.fastq.gz,1464081,56171,0.001658863,33.5,3.83660466873076,83.02077322562032,28.390075014425854
367,VS56_87_rep1_S135_R1_001,VS56_87,empirical,VS56_87_rep1_S135_R1_001.fastq.gz,1536241,46802,0.001930687,33.5,3.0465272050413965,84.5066358915176,23.225620311598387
368,VS56_88_rep1_S136_R1_001,VS56_88,empirical,VS56_88_rep1_S136_R1_001.fastq.gz,1521672,64587,0.001762894,33.5,4.2444758134473135,82.77553375649164,27.928447778418924
369,VS56_88_rep2_S184_R1_001,VS56_88,empirical,VS56_88_rep2_S184_R1_001.fastq.gz,915919,28655,0.001946606,33.4,3.128551760581449,66.70513560300057,10.646278130409694
370,VS56_89_rep2_S185_R1_001,VS56_89,empirical,VS56_89_rep2_S185_R1_001.fastq.gz,1423807,35131,0.001965785,33.5,2.4673990224798725,67.09463358338142,16.77726485862666
371,VS56_89_rep1_S137_R1_001,VS56_89,empirical,VS56_89_rep1_S137_R1_001.fastq.gz,1297144,78229,0.002690307,33.5,6.030864730515656,80.68378534333526,30.828043854587424
372,VS56_9_rep2_S57_R1_001,VS56_9,empirical,VS56_9_rep2_S57_R1_001.fastq.gz,771359,30985,0.001840891,33.5,4.016936342221975,69.38834391229082,13.747836122331217
373,VS56_9_rep1_S9_R1_001,VS56_9,empirical,VS56_9_rep1_S9_R1_001.fastq.gz,716927,16256,0.001855315,33.4,2.267455403409273,56.76572417772648,5.121177149451818
374,VS56_90_rep2_S186_R1_001,VS56_90,empirical,VS56_90_rep2_S186_R1_001.fastq.gz,1522364,192463,0.00187527,33.5,12.642377250118894,92.81592613964223,62.68032313906521
375,VS56_90_rep1_S138_R1_001,VS56_90,empirical,VS56_90_rep1_S138_R1_001.fastq.gz,1274064,101667,0.001794092,33.5,7.979740421203331,92.61396422388921,47.04270051933064
376,VS56_91_rep1_S139_R1_001,VS56_91,empirical,VS56_91_rep1_S139_R1_001.fastq.gz,1632313,28621,0.001840607,33.5,1.7534014616069344,69.8932487016734,11.814772071552222
377,VS56_91_rep2_S187_R1_001,VS56_91,empirical,VS56_91_rep2_S187_R1_001.fastq.gz,1214877,43530,0.001665518,33.5,3.5830787808148483,75.67801500288518,17.181188690132718
378,VS56_92_rep2_S188_R1_001,VS56_92,empirical,VS56_92_rep2_S188_R1_001.fastq.gz,1529548,80698,0.001783192,33.5,5.275937728008536,86.12233121754184,41.4598961338719
379,VS56_92_rep1_S140_R1_001,VS56_92,empirical,VS56_92_rep1_S140_R1_001.fastq.gz,1359199,51726,0.001970382,33.5,3.80562375340182,84.65089440276977,27.00519330640508
380,VS56_93_rep2_S189_R1_001,VS56_93,empirical,VS56_93_rep2_S189_R1_001.fastq.gz,1725558,89552,0.001814811,33.5,5.189741521293402,86.1800346220427,43.23427582227352
381,VS56_93_rep1_S141_R1_001,VS56_93,empirical,VS56_93_rep1_S141_R1_001.fastq.gz,1517460,134729,0.001812676,33.5,8.878586585478365,95.60011540680901,62.76687824581651
382,VS56_94_rep1_S142_R1_001,VS56_94,empirical,VS56_94_rep1_S142_R1_001.fastq.gz,2185708,95582,0.001940742,33.5,4.373045255816422,91.38776687824581,47.76399307559146
383,VS56_94_rep2_S190_R1_001,VS56_94,empirical,VS56_94_rep2_S190_R1_001.fastq.gz,1496269,51930,0.00184171,33.5,3.4706326202039874,84.11713791113675,27.120600115406805
384,VS56_95_rep1_S143_R1_001,VS56_95,empirical,VS56_95_rep1_S143_R1_001.fastq.gz,1086778,23167,0.001832779,33.5,2.131714112725874,69.4604731679169,8.554529717253317
385,VS56_95_rep2_S191_R1_001,VS56_95,empirical,VS56_95_rep2_S191_R1_001.fastq.gz,1287967,68677,0.001807592,33.5,5.332201834363769,84.30467397576457,35.45874206578188
386,VS56_96_rep2_S192_R1_001,VS56_96,empirical,VS56_96_rep2_S192_R1_001.fastq.gz,1596800,62625,0.001833453,33.5,3.921906312625251,82.28505481823427,30.121177149451817
387,VS56_96_rep1_S144_R1_001,VS56_96,empirical,VS56_96_rep1_S144_R1_001.fastq.gz,1655229,82870,0.001757693,33.5,5.006558004964872,60.73283323716099,25.980957876514715
388,VS56_97_rep2_S241_R1_001,VS56_97,empirical,VS56_97_rep2_S241_R1_001.fastq.gz,892564,36938,0.00177649,33.5,4.138414724322289,74.49509521061742,16.445470282746683
389,VS56_97_rep1_S193_R1_001,VS56_97,empirical,VS56_97_rep1_S193_R1_001.fastq.gz,998206,71311,0.001894799,33.5,7.143916185637032,58.09290248124639,14.815349105597232
390,VS56_98_rep1_S194_R1_001,VS56_98,empirical,VS56_98_rep1_S194_R1_001.fastq.gz,1135490,122626,0.001782819,33.5,10.799390571471347,93.7536064627813,57.06866705135602
391,VS56_98_rep2_S242_R1_001,VS56_98,empirical,VS56_98_rep2_S242_R1_001.fastq.gz,1018431,43420,0.001875633,33.5,4.263420889584076,76.74552798615119,19.734564339296018
392,VS56_99_rep1_S195_R1_001,VS56_99,empirical,VS56_99_rep1_S195_R1_001.fastq.gz,984369,32218,0.001437085,33.5,3.2729596320079155,42.22446624350837,10.502019619157531
393,VS56_99_rep2_S243_R1_001,VS56_99,empirical,VS56_99_rep2_S243_R1_001.fastq.gz,1075313,25766,0.001751145,33.5,2.3961395426261936,66.66185804962493,10.141373341027121
